,,,,,,,,,,,,,,,,,,,,,
ID Weekly,Status,Type,Department,PIC,Onething,Plan Detail,Result,Pending,Deadline,Comment,Link,Win,Red Flag,Top 5 Things,Label,History,Updated Date,Created Date,Week,Month,Year
BA5A49E8,2. Processing,Task,,PHAN MINH TRÍ - 0932709067,Operation,Masterclass : check các chỉ số quan trọng để quản lý lớp học tốt hơn,"1. Head : Observation, Score
2. Teacher : Achievement, RedFlag, Action
3. Academic : Roadmap, Aid, Exam
4. Opeartion : Fees,","- Check formula
- Operation : more figures",16/05/2026,,,,,,Operation,,,07/05/2026,2,05,2026
6963366F,3. Completed,Task,,PHAN MINH TRÍ - 0932709067,Operation,Weekly Meeting (Leader),"Available on Potato App : 
- Leaders (Onething)
- Tasks (Executive)",,08/05/2026,,,,,,Operation,,11/05/2026 13:51:46,07/05/2026,1,05,2026
,,Task,,,,,,,,,,,,,,,,,,,
7285A7AD,3. Completed,Task,,PHAN MINH TRÍ - 0932709067,Fees,"Double-check All Fees again according to Schedule change due to holiday (Start Date, End Date)","- Nút Auto cập nhật Start-End Date chính xác theo Schedule
- Các lớp mới mở tháng 04,05 : J1,3,4, T2(KET).
- HDT2KSSETKD251206 : Sai số buổi tháng 03. Tách 3h thành 2b riêng. => Trừ lại tháng cuối cùng.
- Misa : bổ sung Invoice No",,16/05/2026,"- IELTS Exam : tách buổi 3h . Tăng số buổi . Học phí đã thu.
Ngày kết thúc ?
- IELTS Teacher : kết thúc ?",,,,,Fees,"Mr. Trí - Processing (12/05/26-14:33)
Mr. Trí - Result-P (12/05/26-16:39)
Mr. Trí - Completed (13/05/26-10:47)
Mr. Trí - Comment (13/05/26-10:47)",,07/05/2026,2,05,2026
0F1BA7DC,2. Processing,Task,,PHAN MINH TRÍ - 0932709067,Roadmap,Upload full roadmap (Ms. Khanh) on App,"KID, JUNIORS, JUNIOR 4+, TEEN, TEEN 2+, PRE-IELTS 1-2","MOVERS, FLYERS,PET",16/05/2026,,,,,,Roadmap,"
Mr. Trí- Processing (12/05/26-09:33)
Mr. Trí- Comment (12/05/26-09:34)",,07/05/2026,2,05,2026
A42CE738,3. Completed,Task,,PHAN MINH TRÍ - 0932709067,Schedule,"1. New Function : Off Schedule => Create new schedule base on the last day.
2. Fix ID : HDJ6MTTETKD260312|C5398A8A . Off","- ""Off"" Button
- Auto Add New Schedule ""bù""
- Auto Lesson No & Roadmap
- Đã Fix HDJ6MTTETKD260312|C5398A8A",,16/05/2026,,,,,,Schedule,"
Mr. Trí- Completed (12/05/26-09:05)",,07/05/2026,2,05,2026
645EB18D,1. New,Task,,PHAN MINH TRÍ - 0932709067,Operation,1. Employee Overview : chấm điểm hàng tháng để mn tích điểm để lên Band & Level,,,23/05/2026,,,,,,Operation,,,07/05/2026,3,05,2026
11D21EE7,1. New,Task,,PHAN MINH TRÍ - 0932709067,Salary,Export File - Monthly,,,23/05/2026,,,,,,Salary,,,07/05/2026,3,05,2026
6F80AD0E,1. New,Task,,PHAN MINH TRÍ - 0932709067,Operation,"Outside Banner : Content, Design",,,23/05/2026,,,,,,Operation,,,07/05/2026,3,05,2026
AF5550B2,2. Processing,Task,,VÕ THỊ ANH ĐÀO - 0937229086,Teaching Quality,Cambridge exam Teaching Technique - based on teaching demo weekly. Focus on KET,"Khanh PET Reading part 4. Dat PET speaking, Doan Grammar 6F Teen 2",Dat's reteaching next week. Khôi preparing Teacher Playbook for KET exam,10/06/2026,,https://docs.google.com/spreadsheets/d/1uy69zX3OLBWIftODGm24P2SjQ2ESRf4eLhrirrHNBJc/edit?gid=1091356348#gid=109135634,,,,Teaching Quality,"Ms. Đào- Update (18/05/26-21:58)
Ms. Đào- Update (18/05/26-21:59)",,07/05/2026,1,05,2026
1992D5DF,3. Completed,Task,,VÕ THỊ ANH ĐÀO - 0937229086,Operation,Outdoor trip at Thảo Câm Viên,"Duyen has general plan, Dat check coach's price, Dao check tourguide, cost and promotion","Games on each animals areas. 
Canva Event, Cost",12/05/2026,Change plan to Garden trip,,,,,Operation,"
Ms. Đào- Completed (11/05/26-14:37)",,07/05/2026,2,05,2026
046123F5,2. Processing,Task,,VÕ THỊ ANH ĐÀO - 0937229086,Operation,Travelling tour on 29-31/5 in Da Lat,Doan has booked hotel,"Depart time, book Phuong Trang?",17/05/2026,,,,,,Operation,"Ms. Đào- Update (11/05/26-14:38)
Ms. Đào- Update (18/05/26-21:58)",,07/05/2026,2,05,2026
2EF76A16,1. New,Task,,PHAN TRẦN KHÔI - 0922263337,Teaching Quality,Teacher Playbook for KET - PET: Lên dàn ý chính và tổng hợp các thông tin cần thiết để đưa ra thảo luận góp ý với Team,,Đang lên idea template của playbook,19/05/2026,,,,,,Teaching Quality,,,19/05/2026,3,05,2026
2C212F1C,2. Processing,Task,,PHAN TRẦN KHÔI - 0922263337,Teaching Quality,Đánh giá mức độ hiệu quả của các phương pháp rèn luyện từ vựng các lớp Teen và KET,Có số liệu cần thiết thì sẽ có kế hoạch tiếp theo tương ứng,,12/05/2026,,,,,,Teaching Quality,,,07/05/2026,2,05,2026
2D1A05F0,2. Processing,Task,,PHAN TRẦN KHÔI - 0922263337,Teaching Quality,"Đánh giá tình trạng các lớp đang phụ trách, áp dụng các phương pháp dạy mới, khảo sát hiệu quả  và đưa ra giải pháp cải thiện thực tế",,Đang đánh giá các lớp Teen dựa cào các điểm số đang thu thập và quá trình làm bài tập tại lớp,19/05/2026,,,,,,Teaching Quality,,,07/05/2026,3,05,2026
,,Task,,,,,,,,,,,,,,,,,,,
4FC199B3,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Operation,"lớp lên khoá (KID 2 -> KID 3, KID 4 -> Junior 1, Junior 2 -> Junior 3)","đã gửi điểm, thông báo kết khoá, đặt sách",,12/05/2026,,,,,,Operation,"Mr. Đạt- Update (19/05/26-08:22)
Mr. Đạt - Completed (02/06/26-07:43)",,08/05/2026,2,05,2026
BC4908CA,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Operation,Students report,sent all classes (Hưng Định),"KET (SSA), KET (WFE), TEEN 3, IELTS 2 & IELTS 5 (Ngô Quyền)",08/05/2026,,,,,,Operation,"
Mr. Đạt - Completed (19/05/26-08:08)",,08/05/2026,1,05,2026
35C9EEC9,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Operation,order gifts,on transit,,07/05/2026,,,,,,Operation,,,08/05/2026,1,05,2026
C052E569,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Fees,fees,reminded remaining fees,HD (Junior 4) fee issues,10/05/2026,,,,,,Fees,"
Mr. Đạt - Completed (19/05/26-08:08)",,08/05/2026,2,05,2026
EB99AB09,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Score,Cambridge certificate,received certificates and exam notice paper,sending to students' parents,08/05/2026,,,,,,Score,"
Mr. Đạt - Completed (19/05/26-08:08)",,08/05/2026,2,05,2026
CAFF49CB,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Operation,hoá đơn đầu ra & đầu vào,,chưa nhập lên drive,10/05/2026,,,,,,Operation,"
Mr. Đạt - Completed (19/05/26-08:08)",,08/05/2026,2,05,2026
6A3374A7,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Operation,Hoá đơn misa,"đã nhập, xuất hoá đơn misa (01/05- 07/05)",,08/05/2026,,,,,,Operation,"
Mr. Đạt - Completed (19/05/26-08:08)",,08/05/2026,1,05,2026
7FFD8AF0,2. Processing,Task,,PHƯƠNG KHANH - 0945498047,Roadmap,Upload Roadmap on App,"85% Completed: KID, JUNIORS, JUNIOR 4+, TEEN, TEEN 2+, PRE-IELTS 1-2","15% Processing: MOVERS, FLYERS,PET",11/05/2026,,,,,,Roadmap,,,08/05/2026,3,05,2026
C53556A6,3. Completed,Task,,PHƯƠNG KHANH - 0945498047,Teaching Material,"New classes' materials check: Test Date, Books, Teaching Materials","Materials all ready: JUNIOR 1, JUNIOR 3, KID 3, JUNIOR 4 (NQ)",,03/05/2026,,,,,,Teaching Material,,,01/05/2026,2,05,2026
3A6F3489,3. Completed,Task,,PHƯƠNG KHANH - 0945498047,Roadmap,Story Spark Overview,70% format. Apply for Week 21,Upload list of lessons for each class (JUNIOR),11/05/2026,,,,,,Roadmap,"
Mr. Đạt - Completed (19/05/26-07:58)",,08/05/2026,3,05,2026
D5D2913E,3. Completed,Task,,PHƯƠNG KHANH - 0945498047,Schedule,Foreign teacher schedule,Done - Ms. Vi & Ms. Sue,,05/05/2026,,,,,,Schedule,,,08/05/2026,2,05,2026
EF8EDDEA,3. Completed,Task,,PHƯƠNG KHANH - 0945498047,Teaching Material,Organize folders for each level on Drive,"Complete KID,JUNIOR,TEEN",,17/05/2026,,,,,,Teaching Material,"
Mr. Đạt - Completed (19/05/26-07:59)",,08/05/2026,4,05,2026
460C3FAE,2. Processing,Task,,PHƯƠNG KHANH - 0945498047,Class,"Demo class. Prepare: age, number of students, level to open class, materials needed, time","Demo: 23-24 May. Officially open: 6 June 
Time: Sat - Sun
Number of students: 4-5
Age: 2022-2019","Time: 8 AM or 8.15 AM
Level: KID or JUNIOR",,,,,,,Class,,,08/05/2026,1,05,2026
33383B4B,2. Processing,Task,,PHƯƠNG KHANH - 0945498047,Roadmap,Roadmap Status,"Pending: IELTS Exam
Review: Starters
Upgrade: JUNIOR 6+, JUNIOR 8+, TEEN 4+
Ready: KID, JUNIOR, TEEN, PRE-IELTS",Update Status on App,11/05/2026,,,,,,Roadmap,,,08/05/2026,3,05,2026
B6626A4A,3. Completed,Task,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,Operation,"Tạo, đăng bài tuyển TVV",,,17/05/2026,,,,,,Operation,"
Mr. Đạt - Completed (02/06/26-07:42)",,08/05/2026,3,05,2026
18C749F7,3. Completed,Task,,PHƯƠNG KHANH - 0945498047,Teaching Quality,Complete Teacher's thing Week 19,"Complete:
1. Weekly Demo Teaching
2. Grammar video
3. Complete Lesson Update Week 18",,,,,,,,Teaching Quality,,,08/05/2026,1,05,2026
36CDDF7B,1. New,Task,,PHẠM HOÀNG TIẾN - 0981169200,MKT,Facebook Roadmap,,,17/05/2026,,,,,,MKT,,,09/05/2026,4,05,2026
E6238F4C,1. New,Task,,PHẠM HOÀNG TIẾN - 0981169200,MKT,Story Spark Video,,,17/05/2026,,,,,,MKT,,,09/05/2026,4,05,2026
E1339B3D,1. New,Task,,PHẠM HOÀNG TIẾN - 0981169200,MKT,Outside Decor & Banner,,,29/05/2026,,,,,,MKT,,,09/05/2026,5,05,2026
6F7078E8,3. Completed,Report,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,,,,,,,,"Second-term Exam: Hiện tại, đa số học sinh khối cấp 2 đã hoàn thành xong chương trình thi học kỳ tại trường. Các bé khối cấp 1 cũng sẽ kết thúc kỳ thi trong tuần tới. Do đó, bộ phận Operation có thể dành thời gian tập trung triển khai các kế hoạch cho học kỳ hè sắp tới.","Students' summer course: Chương trình ngoại khóa hè sắp tới đang cần rất nhiều thời gian để chuẩn bị từ khâu lên ý tưởng hoạt động đến mua sắm vật dụng. Tuy nhiên, nhân sự tham gia hỗ trợ đợt này hiện đang khá mỏng, gây áp lực lên tiến độ hoàn thiện. Em đang cân đối lại các đầu việc để đảm bảo sự kiện vẫn diễn ra chỉn chu nhất.","1.	Cambridge Report: Trong tuần, em đã nhận được đầy đủ bằng và giấy báo điểm kỳ thi Cambridge. Để tăng phần trang trọng và công nhận nỗ lực của các em, em dự kiến sẽ tổ chức trao chứng chỉ cho học sinh ngay trong buổi ngoại khóa sắp tới.
2.	Students' fees & learning materials: Em đã giao Ms. Ngân nhắc phí tồn và học phí các lớp mới lên khóa. Ms. Ngân đã hoàn thành việc nhắc phí; dự kiến trong tuần này chúng em sẽ tiến hành phát sách mới cho các bạn.
3.	VAT invoices: Em cùng Ms. Ngân đã thực hiện kiểm tra và nhập liệu các hóa đơn đầu ra - đầu vào lên hệ thống Drive và Excel. Dữ liệu đã sẵn sàng để Ms. Vi tiếp nhận và thực hiện các báo cáo tài chính liên quan.
4.	Summer Course announcement: Trong tuần này, em sẽ hoàn thiện thông báo chính thức về chương trình ngoại khóa để gửi đến phụ huynh. Việc này nhằm nhanh chóng tổng hợp số lượng học sinh tham gia, giúp công tác hậu cần và chuẩn bị sự kiện được chủ động hơn.
5.	Consultant Hiring: tuần này, em sẽ tạo thông báo và đăng thông báo tuyển dụng vị trí Consultant để bổ sung nguồn lực cho chi nhánh, đảm bảo trung tâm vận hành ổn định hơn trong thời gian sắp tới.",2026 - 05 - 2,,,11/05/2026 09:00:00,2,05,2026
D68815E2,3. Completed,Report,,VÕ THỊ ANH ĐÀO - 0937229086,,,,,,,,"1. Trực và ôn thi HK cho các lớp đã quen với 1 số thao tác trên app
2. GV thực hành dạy ( Đoan, Khôi, Duyên) và họp bàn 2 chương trình ngoại khoá, du lịch cho Duyên, Đoan phụ trách.
3. Thanh toán lương, thưởng  
4. Tư vấn 2 phụ huynh hỏi chương trình lớp 1","1. Chưa có tiêu chí đánh giá học viên.
2. chưa theo dõi hết chất lượng của các lớp học
3. Khi ôn bài có nhiều hv còn mơ màng và thiếu nỗ lực học tập nên khá mệt mỏi khi dạy các bạn này.","1.	Nội dung cho phần quảng cáo ở góc đường Ngô Quyền
2.	Chốt thêm số lượng PH cần đặt loa ( KID 2 Hđ 2 bé ( Jerry, Kiệt) , NQ: Bin
3.	Theo dõi số lượng bài dạy của Story Sparks ( Gv đang không bị ràng buộc thời gian và số bài dạy, bài học còn ở mức thử nghiệm)
4.	Đặt quà bổ sung và xem nhận xét tháng 4 cho HV. 
5.	Lên kế hoạch training cho tháng 5 và chuẩn bị ngoại khoá, chiêu sinh mở lớp tháng 5-6
6.	Đăng tuyển dụng NV tư vấn trên nhiều nhóm Social",2026 - 05 - 1,,,04/05/2026,1,05,2026
6C53EBB8,3. Completed,Report,,PHƯƠNG KHANH - 0945498047,,,,,,,,"Khi có lộ trình mới được cập nhật lên app, em thấy thầy cô giáo viên đã tự giác và dạy đúng bài hơn, một số lớp đã tự kiểm tra mà không cần nhắc hẹn, một số thầy cô cũng chủ động phản hồi khi dạy không kịp lộ trình và kế hoạch bổ sung","Tuần vừa rồi em có lịch thi cá nhân nên ảnh hưởng đến tiến độ làm việc, một số việc hoàn chỉnh lộ trình để đưa lên app em chưa tiến hành xong (Còn thiếu các lớp Movers, PET, Flyers). Em sẽ cố gắng hoàn thành đầy đủ trong tuần","1. Hoàn thành các Course còn thiếu (đã nêu trên)
2. Tạo bảng theo dõi tiến độ các lớp đang sử dụng Stories Spark
3. Gọi điện PH kết khoá các lớp KID 4
4. Chuẩn bị kế hoạch cho Team Academic tháng 5 (review Test)
5. Chuẩn bị cho lớp Demo: có 4 bạn chờ, phối hợp với Ms.Đào lựa chọn cấp độ mở lớp mới để Demo",2026 - 05 - 1,,,04/05/2026,1,05,2026
97BAE245,3. Completed,Report,,NGUYỄN VÕ HIẾU ĐẠT - 0908178722,,,,,,,,"Nâng cao năng lực chuyên môn: Sau khi đã áp dụng các strategies được góp ý từ Ms. Đào như warm-up đầu giờ, wrap-up cuối giờ cho lớp PET. Em thấy được các bạn có tinh thần và năng lượng hơn trong giờ học. Các hoạt động này không quá khó và các bạn có thể vừa được chơi và nhớ được từ vựng đã học tốt hơn.","Nhân sự trực ca Hưng Định: Do vấn đề sức khỏe, Ms. Trân sẽ vắng mặt trong tuần sắp tới (các ca chiều thứ Ba, Năm, và thứ Bảy). Để đảm bảo tiến độ vận hành, các công việc tồn đọng bao gồm gửi báo cáo (report) cho phụ huynh và hỗ trợ học sinh ôn tập thi học kỳ 2 sẽ được Ms. Đào và em phối hợp thực hiện thay thế trong giai đoạn này","1.	Students Summer Course: Trong tuần qua, team teachers đã thảo luận và lên kế hoạch ngoại khóa cho các lớp khối KID và Junior với hai phương án địa điểm như sau: Thảo Cầm Viên hoặc Công viên Thành phố mới. Nội dung chi tiết đã được giao cho Ms. Duyên và Ms. Khanh phụ trách chuẩn bị.
2.	Presents: Việc đổi quà bằng điểm (đã deduct trên App) và xu hiện đang được học sinh hưởng ứng rất tốt. Tuy nhiên, cả hai chi nhánh hiện đã hết quà tặng; em đang lên danh sách đặt mua bổ sung và gửi Ms. Đào duyệt để kịp thời mua quà cho các bạn.
3.	New Class: Dựa trên danh sách các học sinh đang chờ lớp, dự kiến trung tâm sẽ mở thêm lớp vào sáng Thứ 7 và Chủ nhật. Em sẽ làm việc lại với Ms. Đào để quyết định về việc ưu tiên mở lớp khối KID hay Junior và xếp giáo viên dạy lớp.
4.	Class Report: Trong tuần, em đã hoàn tất việc tạo students report cho tất cả các lớp trong tháng 5. Việc này nhằm giúp các giáo viên có thể chủ động cập nhật điểm số và nhận xét định kỳ cho học sinh một cách chính xác, đúng hạn.
5.	IELTS score: Vừa qua, kết quả thi IELTS của em (Overall 6.5) hiện chưa đạt như kỳ vọng để phục vụ tốt nhất cho công tác giảng dạy các lớp IELTS. Tuy nhiên, em nhận thấy rằng đây cũng là một cơ hội để em xác định được năng lực hiện tại của mình và dần ôn luyện thêm để đảm bảo chất lượng chuyên môn được tối ưu khi đứng lớp.",2026 - 05 - 1,,,04/05/2026,1,05,2026
68CDDFC2,3. Completed,Report,,TRẦN KHÁNH DUYÊN - 0784275527,,,,,,,,"Trong tuần này, các bạn đến trung tâm ôn tập đều đặn để chuẩn bị cho kì thi cuối học kì 2.",Trong tuần này do ảnh hưởng nghỉ lễ nên một số lớp bị nghỉ và một số em xin nghỉ.,"•	Các bạn lớp Junior 2 hợp tác và hưởng ứng tốt câu chuyện Story spark 
•	Trung tâm đang lên kế hoạch cho các bạn đi tham quan Thảo cầm viên trong dịp nghỉ hè.
•	Đã chuẩn bị xong bài kiểm tra cho hai lớp Junior 2-4 để kết khoá.
•	Các lớp vẫn đang đúng lộ trình
•	Các bạn làm bài tập về nhà tương đối tốt",2026 - 05 - 1,,,04/05/2026,1,05,2026
F9E8D9DF,3. Completed,Report,,PHƯƠNG KHANH - 0945498047,,,,,,,,Lớp KID 4 lên khoá đầy đủ,"Lên kế hoạch ngoại khoá sớm để chuẩn bị thông báo phụ huynh, cần thời gian suy nghĩ về kịch bản chương trình.
Action: Phối hợp với Duyên để lên được khung chương trình cơ bản","1) Lên kế hoạch ngoại khoá 2026
2) Upgrade các lộ trình còn tồn đọng: JUNIORS 6+ & TEEN 4+, JUNIORS 8+
3) Gọi điện kết khoá KID 3
4) Phổ biến Roadmap Stories Spark cho thầy cô
5) Sắp xếp Material folders cho các level",2026 - 05 - 2,,,11/05/2026 11:17:00,2,05,2026
